code_barre,num_inventaire,old_num_inventaire,departement,num_bureau,beneficiaire,designation,quantite,num_serie,condition,description,prix,categorie,chemin_image,custom_fields,date_ajouter,date_modification
ECR_POSITF_10,INV-2025-001,,ADG,1,DG,APPAREIL TELPHONE FIXE,1,,BON,MARQUE SIEMENS,0.00,Ordinateurs,,{},2025-06-30T01:31:42.807Z,2025-06-30T01:31:42.807Z
ECR_POSITF_11,INV-2025-002,,ADG,1,DG,APPAREIL TELPHONE FIXE,1,,BON,MARQUE PANASONIC  MARQUE KX -TG 1311FX  BLEU  NOIR SANS FIL,0.00,,,{},2025-06-30T01:31:45.512Z,2025-06-30T01:31:45.512Z
EXP_3991,INV-2025-003,,ADG,1,DG,SMART PHONE,1,,BON,GALAXY S20 FE 4G,0.00,,,{},2025-06-30T01:31:45.714Z,2025-06-30T01:31:45.714Z
3877,INV-2025-004,,ADG,1,DG,APPAREIL TELPHONE FIXE,1,,BON,MARQUE ALCATEL GRIS SOURIS  MARQUE EASY,0.00,,,{},2025-06-30T01:31:45.919Z,2025-06-30T01:31:45.919Z
SC0001,INV-2025-005,,ADG,1,DG,BAFFLE,1,,BON,NOIR,0.00,,,{},2025-06-30T01:31:46.123Z,2025-06-30T01:31:46.123Z
sanscode,INV-2025-006,,ADG,1,DG,Machie à café NARDI,1,,BON,Machie à café NARDI,0.00,,,{},2025-06-30T01:31:46.330Z,2025-06-30T01:31:46.330Z
3807B,INV-2025-007,,ADG,1,DG,BAIN D'HUILE,1,,BON,BAIN DHUIL  DELONGHI,0.00,,,{},2025-06-30T01:31:46.534Z,2025-06-30T01:31:46.534Z
3976,INV-2025-008,,ADG,1,DG,BUREAU A CAISSON INTÉGRÉ,1,,BON,EN BOIS 1 X CAISSONS INTEGRE  3 TIROIRS,0.00,,,{},2025-06-30T01:31:46.739Z,2025-06-30T01:31:46.739Z
3473,INV-2025-009,,ADG,1,DG,CHAISE VISITEUR,1,,BON,EN BOIS   CUIR   AVEC ACCOUDOIR    CHASIE DE REUNION,0.00,,,{},2025-06-30T01:31:46.949Z,2025-06-30T01:31:46.949Z
ECR_POSITF_468,INV-2025-010,,ADG,1,DG,DEMODULATEUR,1,,BON,MARQUE Géant Electronics,0.00,,,{},2025-06-30T01:31:47.152Z,2025-06-30T01:31:47.152Z
ECR_POSITF_472-1,INV-2025-012,,ADG,1,DG,FAUTEUIL DE SALON,1,,BON,FAUTEUIL DE SALON EN CUIR GRENAT,0.00,,,{},2025-06-30T01:31:47.353Z,2025-06-30T01:31:47.353Z
ECR_POSITF_514,INV-2025-013,,ADG,1,DG,MEUBLE TV,1,,BON,EN BOIS MARRON SOMBRE   1 PORTE VITREE EN BAS  ET 1 TIROIRE   PIVOTANTE,0.00,,,{},2025-06-30T01:31:47.558Z,2025-06-30T01:31:47.558Z
SC0002,INV-2025-014,,ADG,1,DG,MODEM ROUTEUR,1,,BON,MARQUE TENDA  D301 VERSION 02,0.00,,,{},2025-06-30T01:31:47.761Z,2025-06-30T01:31:47.761Z
ECR_POSITF_515,INV-2025-015,,ADG,1,DG,RÉFRIGERATEUR MINI,1,LG GR 051SF,BON,MARQUE LG   MINI,0.00,,,{},2025-06-30T01:31:47.967Z,2025-06-30T01:31:47.967Z
3566,INV-2025-016,,ADG,1,DG,TABLE DE COIN,1,,BON,EN BOIS  MARRON SOMBRE  PETITE,0.00,,,{},2025-06-30T01:31:48.177Z,2025-06-30T01:31:48.177Z
3868,INV-2025-017,,ADG,1,DG,TABLE BASSE,1,,BON,EN BOIS MARRON,0.00,,,{},2025-06-30T01:31:48.381Z,2025-06-30T01:31:48.381Z
3564,INV-2025-018,,ADG,1,DG,TABLE BASSE (Gigogne),1,,BON,EN BOIS   PLATEAU EN VERRE,0.00,,,{},2025-06-30T01:31:48.589Z,2025-06-30T01:31:48.589Z
3565,INV-2025-019,,ADG,1,DG,TABLE BASSE (Gigogne),1,,BON,EN BOIS   PLATEAU EN VERRE,0.00,,,{},2025-06-30T01:31:48.791Z,2025-06-30T01:31:48.791Z
ECR_POSITF_638,INV-2025-020,,ADG,1,DG,TABLE MAGIROND,1,,BON,EN BOIS MARRON SOMBRE AVEC 1 ETAGE,0.00,,,{},2025-06-30T01:31:48.996Z,2025-06-30T01:31:48.996Z
3984,INV-2025-021,,ADG,1,DG,TELEVISEUR,1,,BON,TV PLASMA  MARQUE LG 43 POUCES,0.00,,,{},2025-06-30T01:31:49.200Z,2025-06-30T01:31:49.200Z
ECR_POSITF_512,INV-2025-023,,ADG,1,DG,ARMOIRE RÉFRIGÉRATEUR,1,,MOYEN,EN BOIS 1 ETAGE,0.00,,,{},2025-06-30T01:31:49.403Z,2025-06-30T01:31:49.403Z
3625,INV-2025-024,,ADG,1,DG,CLIMATISEUR SPLIT,1,,MOYEN,MARQUE NEW CARREA  BTU 18000,0.00,,,{},2025-06-30T01:31:49.606Z,2025-06-30T01:31:49.606Z
SC0003,INV-2025-025,,ADG,1,DG,MAGNÉTOSCOPE VHS,1,,MOYEN,MARQUE JVC  NOIR,0.00,,,{},2025-06-30T01:31:49.812Z,2025-06-30T01:31:49.812Z
ECR_POSITF_24,INV-2025-026,,ADG,1,DG,ARMOIRE BIBLIOTHEQUE VITREE,1,,BON,EN BOIS   5 VITRINES EN HAUT  5 PORTES MARRON SOMBRE BAS,0.00,,,{},2025-06-30T01:31:50.016Z,2025-06-30T01:31:50.016Z
ECR_POSITF_132,INV-2025-027,,ADG,1,DG,BUREAU,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:31:50.223Z,2025-06-30T01:31:50.223Z
3463,INV-2025-028,,ADG,1,DG,CAISSON MOBILE,1,,BON,EN BOIS MARRON                     3 TIROIRES,0.00,,,{},2025-06-30T01:31:50.426Z,2025-06-30T01:31:50.426Z
ECR_POSITF_473,INV-2025-029,,ADG,1,DG,CANAPÉ DE SALON,1,,BON,CANAPE DE SALON 3 PLACES GRENAT CUIR,0.00,,,{},2025-06-30T01:31:50.630Z,2025-06-30T01:31:50.630Z
3975,INV-2025-030,,ADG,1,DG,CHAISE BUREAU,1,,BON,EN CUIR NOIR  FAUTEUIL DE DIRECTION  A ROULETTES,0.00,,,{},2025-06-30T01:31:50.835Z,2025-06-30T01:31:50.835Z
3938A3,INV-2025-031,,ADG,1,DG,CHAISE VISITEUR,1,,BON,EN BOIS   CUIR   AVEC ACCOUDOIR    CHASIE DE REUNION,0.00,,,{},2025-06-30T01:31:51.041Z,2025-06-30T01:31:51.041Z
3474,INV-2025-032,,ADG,1,DG,CHAISE VISITEUR,1,,BON,EN BOIS   CUIR   AVEC ACCOUDOIR    CHASIE DE REUNION,0.00,,,{},2025-06-30T01:31:51.244Z,2025-06-30T01:31:51.244Z
ECR_POSITF_465,INV-2025-033,,ADG,1,DG,DÉCHIQUETEUSE,1,,BON,MARQUE TECHNO C 310  REF 4759,0.00,,,{},2025-06-30T01:31:51.451Z,2025-06-30T01:31:51.451Z
ECR_POSITF_509,INV-2025-035,,ADG,1,DG,MEUBLE BAS COMODE,1,,BON,EN BOIS MARRON SOMBRE PORTE CLAVIER 1 TIROIRS PORTE UNITE 1 PORTE EN BOIS,0.00,,,{},2025-06-30T01:31:51.878Z,2025-06-30T01:31:51.878Z
3922,INV-2025-036,,ADG,1,DG,TABLE BASSE,1,,BON,EN BOIS MARRON SOMBRE,0.00,,,{},2025-06-30T01:31:52.089Z,2025-06-30T01:31:52.089Z
3884,INV-2025-037,,ADG,1,DG,CAMERA DE SURVEILLANCE,1,,BON,INTERIEURE,0.00,,,{},2025-06-30T01:31:52.295Z,2025-06-30T01:31:52.295Z
ECR_POSITF_461,INV-2025-038,,ADG,1,DG,CUMULUS,1,,BON,EUROFLAMME,0.00,,,{},2025-06-30T01:31:52.500Z,2025-06-30T01:31:52.500Z
3720,INV-2025-039,,ADG,1,DG,PORTE MONTEAU,1,,BON,METALLIQUE,0.00,,,{},2025-06-30T01:31:52.706Z,2025-06-30T01:31:52.706Z
3989-1,INV-2025-011,,ADG,1,DG,ECRAN PC,1,,BON,Moniteur HP  20 POUCES,0.00,,,{},2025-06-30T01:31:52.920Z,2025-06-30T01:31:52.920Z
3989-2,INV-2025-022,,ADG,1,DG,UNITE PC,1,8CG8261X2G,BON,PC OEM  DESKTOP HP PRO A-MT RYZEN 3 2200G 4GO RAM 1 T HDD,0.00,,,{},2025-06-30T01:31:53.125Z,2025-06-30T01:31:53.125Z
EXP_3970,INV-2025-040,,ADG,2,SECRITAIRE,APPAREIL TELPHONE FIXE STANDARD,1,3AK2603FBJB020627,BON,POUR STANDARD MARQUE ALCATEL STANDARD PREMUIM REFLEXES 40,0.00,,,{},2025-06-30T01:31:53.330Z,2025-06-30T01:31:53.330Z
4009,INV-2025-041,,ADG,2,SECRITAIRE,IMPRIMANTE,1,,BON,MARQUE CANON MULTIFONCTION  MARQUE MF645CX,0.00,,,{},2025-06-30T01:31:53.566Z,2025-06-30T01:31:53.566Z
SC0004,INV-2025-042,,ADG,2,SECRITAIRE,ARMOIRE A CLES,1,,BON,EN BOIS MURAL EN BOIS  2  PORTES EN VERRE,0.00,,,{},2025-06-30T01:31:53.770Z,2025-06-30T01:31:53.770Z
ECR_POSITF_39,INV-2025-043,,ADG,2,SECRITAIRE,ARMOIRE EN BOIS,1,,BON,EN BOIS MARRON  2 PORTES BATTANTES 4 TABLETTES,0.00,,,{},2025-06-30T01:31:53.973Z,2025-06-30T01:31:53.973Z
ECR_POSITF_29,INV-2025-044,2742,ADG,2,SECRITAIRE,ARMOIRE FORTE BLINDÉE,1,,BON,EN METAL BLINDÉE 2 PORTES,0.00,,,{},2025-06-30T01:31:54.177Z,2025-06-30T01:31:54.177Z
ECR_POSITF_125,INV-2025-045,058,ADG,2,SECRITAIRE,BUREAU A RETOUR,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:31:54.382Z,2025-06-30T01:31:54.382Z
3464,INV-2025-046,,ADG,2,SECRITAIRE,CAISSON MOBILE,1,,BON,EN BOIS MARRON CLAIR  3 TIROIRES,0.00,,,{},2025-06-30T01:31:54.586Z,2025-06-30T01:31:54.586Z
ECR_POSITF_466,INV-2025-047,,ADG,2,SECRITAIRE,DÉCHIQUETEUSE,1,,BON,MARQUE REXEL V125NOIRE,0.00,,,{},2025-06-30T01:31:54.788Z,2025-06-30T01:31:54.788Z
3966   (REFORME ),INV-2025-049,3966,ADG,2,SECRITAIRE,IMPRIMANTE,1,E71830CR5J84273,BON,MULTIFONCTION COLEUR MARQUE BROTHER DCP-9020 CDW,0.00,,,{},2025-06-30T01:31:54.993Z,2025-06-30T01:31:54.993Z
ECR_POSITF_100,INV-2025-051,274,ADG,2,SECRITAIRE,ARMOIRE VITREE,1,,MOYEN,EN BOIS MARRON   2 PORTES EN VERRE(EN HAUT)   2 PORTES BATTANTES EN BOIS (EN BAS),0.00,,,{},2025-06-30T01:31:55.198Z,2025-06-30T01:31:55.198Z
ECR_POSITF_101,INV-2025-052,386,ADG,2,SECRITAIRE,ARMOIRE VITREE,1,,MOYEN,EN BOIS MARRON   2 PORTES EN VERRE(EN HAUT)   2 PORTES BATTANTES EN BOIS (EN BAS),0.00,,,{},2025-06-30T01:31:55.402Z,2025-06-30T01:31:55.402Z
ECR_POSITF_236,INV-2025-053,,ADG,2,SECRITAIRE,CAISSON MOBILE,1,,MOYEN,EN BOIS     3 TIROIRES,0.00,,,{},2025-06-30T01:31:55.603Z,2025-06-30T01:31:55.603Z
ECR_POSITF_447,INV-2025-054,,ADG,2,SECRITAIRE,CLIMATISEUR SPLIT,1,,MOYEN,SPLIT REF ASH-09036ER  BTU 9000,0.00,,,{},2025-06-30T01:31:55.805Z,2025-06-30T01:31:55.805Z
3721,INV-2025-055,,ADG,2,SECRITAIRE,PORTE MANTEAU,1,,MOYEN,MARRON SOMBRE  METALLIQUE,0.00,,,{},2025-06-30T01:31:56.008Z,2025-06-30T01:31:56.008Z
3606,INV-2025-057,,ADG,2,SECRITAIRE,FAX,1,6JBWQ07440,BON,MARQUE PANASONIC NOIR MARQUE KX FT 988FX N5 6JBQO77440,0.00,,,{},2025-06-30T01:31:56.209Z,2025-06-30T01:31:56.209Z
SC0005,INV-2025-058,,ADG,2,SECRITAIRE,TABLE MAGIROND,1,,BON,EN BOIS  MARRON SOMBRE,0.00,,,{},2025-06-30T01:31:56.414Z,2025-06-30T01:31:56.414Z
ECR_POSITF_198,INV-2025-060,,ADG,2,SECRITAIRE,RETOUR DE BUREAU,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:31:56.622Z,2025-06-30T01:31:56.622Z
ECR_POSITF_199,INV-2025-061,,ADG,2,SECRITAIRE,RETOUR DE BUREAU,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:31:56.824Z,2025-06-30T01:31:56.824Z
3990-1,INV-2025-048,,ADG,2,SECRITAIRE,ECRAN PC,1,CNC844NHWH0,BON,Moniteur HP L 1908W  19 POUCES,0.00,,,{},2025-06-30T01:31:57.031Z,2025-06-30T01:31:57.031Z
3990-2,INV-2025-050,,ADG,2,SECRITAIRE,UNITE PC,1,,BON,PC OEM  HP COMPAQ DC 5700 INTEL COR2DUO,0.00,,,{},2025-06-30T01:31:57.234Z,2025-06-30T01:31:57.234Z
3991-1,INV-2025-056,,ADG,2,SECRITAIRE,ECRAN PC,1,3CQ8191H44,BON,Moniteur HP V197 de 18;5 pouces,0.00,,,{},2025-06-30T01:31:57.438Z,2025-06-30T01:31:57.438Z
3991-2,INV-2025-059,,ADG,2,SECRITAIRE,UNITE PC,1,8CG82967BL,BON,PC OEM  DESKTOP HP PRO A-MT RYZEN 3 2200G 4GO RAM 1 T HDD,0.00,,,{},2025-06-30T01:31:57.643Z,2025-06-30T01:31:57.643Z
ECR_POSITF_126,INV-2025-062,,ADG,3,VIDE,BUREAU A RETOUR,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:31:57.850Z,2025-06-30T01:31:57.850Z
3229,INV-2025-063,,ADG,3,VIDE,TABLEAU ARDOISE,1,,BON,,0.00,,,{},2025-06-30T01:31:58.052Z,2025-06-30T01:31:58.052Z
ECR_POSITF_63,INV-2025-064,,ADG,3,VIDE,ARMOIRE RESEAU,1,,MOYEN,EN METAL   1 PORTE EN VERRE,0.00,,,{},2025-06-30T01:31:58.262Z,2025-06-30T01:31:58.262Z
3355A,INV-2025-065,,ADG,3,VIDE,CLIMATISEUR MONO BLOC,1,,MOYEN,MARQUE HAIER MONOBLOC,0.00,,,{},2025-06-30T01:31:58.467Z,2025-06-30T01:31:58.467Z
SC0006,INV-2025-066,,ADG,3,VIDE,RIDEAU POUR PROJECTEUR,1,,MOYEN,,0.00,,,{},2025-06-30T01:31:58.680Z,2025-06-30T01:31:58.680Z
ECR_POSITF_127,INV-2025-067,,ADG,3,VIDE,BUREAU A RETOUR,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:31:58.885Z,2025-06-30T01:31:58.885Z
3726,INV-2025-068,,ADG,3,VIDE,CHAISE VISITEUR,1,,BON,EN TISSU,0.00,,,{},2025-06-30T01:31:59.088Z,2025-06-30T01:31:59.088Z
3727,INV-2025-069,,ADG,3,VIDE,CHAISE VISITEUR,1,,BON,EN TISSU,0.00,,,{},2025-06-30T01:31:59.290Z,2025-06-30T01:31:59.290Z
3728,INV-2025-070,FNR 0053,ADG,3,VIDE,CHAISE VISITEUR,1,,BON,EN TISSU,0.00,,,{},2025-06-30T01:31:59.494Z,2025-06-30T01:31:59.494Z
3729,INV-2025-071,,ADG,3,VIDE,CHAISE VISITEUR,1,,BON,EN TISSU,0.00,,,{},2025-06-30T01:31:59.698Z,2025-06-30T01:31:59.698Z
3730,INV-2025-072,,ADG,3,VIDE,CHAISE VISITEUR,1,,BON,EN TISSU,0.00,,,{},2025-06-30T01:31:59.900Z,2025-06-30T01:31:59.900Z
ECR_POSITF_9,INV-2025-073,,ADG,4,VIDE,APPAREIL TELPHONE FIXE,1,,BON,MARQUE PANASONIC KX-TS500MX  BLANC,0.00,,,{},2025-06-30T01:32:00.106Z,2025-06-30T01:32:00.106Z
ECR_POSITF_102,INV-2025-074,,ADG,4,VIDE,ARMOIRE VITREE,1,,BON,EN BOIS MARRON   2 PORTES EN VERRE(EN HAUT)   2 PORTES BATTANTES EN BOIS (EN BAS),0.00,,,{},2025-06-30T01:32:00.312Z,2025-06-30T01:32:00.312Z
ECR_POSITF_103,INV-2025-075,,ADG,4,VIDE,ARMOIRE VITREE,1,,BON,EN BOIS MARRON   2 PORTES EN VERRE(EN HAUT)   2 PORTES BATTANTES EN BOIS (EN BAS),0.00,,,{},2025-06-30T01:32:00.514Z,2025-06-30T01:32:00.514Z
SC0007,INV-2025-076,,ADG,4,VIDE,BAFFLE,1,,BON,MARQUE  HB,0.00,,,{},2025-06-30T01:32:00.724Z,2025-06-30T01:32:00.724Z
3549,INV-2025-077,,ADG,4,VIDE,CHAISE VISITEUR,1,,BON,EN BOIS   CUIR   AVEC ACCOUDOIR    CHASIE DE REUNION,0.00,,,{},2025-06-30T01:32:00.932Z,2025-06-30T01:32:00.932Z
3550,INV-2025-078,,ADG,4,VIDE,CHAISE VISITEUR,1,,BON,EN BOIS   CUIR   AVEC ACCOUDOIR    CHASIE DE REUNION,0.00,,,{},2025-06-30T01:32:01.138Z,2025-06-30T01:32:01.138Z
3551,INV-2025-079,,ADG,4,VIDE,CHAISE VISITEUR,1,,BON,EN BOIS   CUIR   AVEC ACCOUDOIR    CHASIE DE REUNION,0.00,,,{},2025-06-30T01:32:01.343Z,2025-06-30T01:32:01.343Z
3552,INV-2025-080,,ADG,4,VIDE,CHAISE VISITEUR,1,,BON,EN BOIS   CUIR   AVEC ACCOUDOIR    CHASIE DE REUNION,0.00,,,{},2025-06-30T01:32:01.552Z,2025-06-30T01:32:01.552Z
3553,INV-2025-081,,ADG,4,VIDE,CHAISE VISITEUR,1,,BON,EN BOIS   CUIR   AVEC ACCOUDOIR    CHASIE DE REUNION,0.00,,,{},2025-06-30T01:32:01.757Z,2025-06-30T01:32:01.757Z
3554,INV-2025-082,,ADG,4,VIDE,CHAISE VISITEUR,1,,BON,EN BOIS   CUIR   AVEC ACCOUDOIR    CHASIE DE REUNION,0.00,,,{},2025-06-30T01:32:01.958Z,2025-06-30T01:32:01.958Z
3810,INV-2025-083,,ADG,4,VIDE,CHAISE VISITEUR,1,,BON,EN BOIS   CUIR   AVEC ACCOUDOIR    CHASIE DE REUNION,0.00,,,{},2025-06-30T01:32:02.166Z,2025-06-30T01:32:02.166Z
3811,INV-2025-084,,ADG,4,VIDE,CHAISE VISITEUR,1,,BON,EN BOIS   CUIR   AVEC ACCOUDOIR    CHASIE DE REUNION,0.00,,,{},2025-06-30T01:32:02.374Z,2025-06-30T01:32:02.374Z
3938A2,INV-2025-085,,ADG,4,VIDE,CHAISE VISITEUR,1,,BON,EN BOIS   CUIR   AVEC ACCOUDOIR    CHASIE DE REUNION,0.00,,,{},2025-06-30T01:32:02.584Z,2025-06-30T01:32:02.584Z
3745,INV-2025-086,,ADG,4,VIDE,CHAISE VISITEUR,1,,BON,EN BOIS   CUIR   AVEC ACCOUDOIR    CHASIE DE REUNION,0.00,,,{},2025-06-30T01:32:02.786Z,2025-06-30T01:32:02.786Z
3786,INV-2025-087,,ADG,4,VIDE,CLIMATISEUR SPLIT,1,CA06121012717,BON,MARQUE COBRA,0.00,,,{},2025-06-30T01:32:02.999Z,2025-06-30T01:32:02.999Z
3787,INV-2025-088,,ADG,4,VIDE,CLIMATISEUR SPLIT,1,CA0612109926,BON,MARQUE COBRA,0.00,,,{},2025-06-30T01:32:03.201Z,2025-06-30T01:32:03.201Z
3456,INV-2025-089,,ADG,4,VIDE,PC PORTABLE,1,CND 8450FSR,BON,LAPTOP HP 16;4   MARQUEE RTL 0723DE,0.00,,,{},2025-06-30T01:32:03.402Z,2025-06-30T01:32:03.402Z
SC0008,INV-2025-090,,ADG,4,VIDE,RIDEAU POUR PROJECTEUR,1,,BON,,0.00,,,{},2025-06-30T01:32:03.604Z,2025-06-30T01:32:03.604Z
SC0009,INV-2025-091,,ADG,4,VIDE,TABLE MAGIROND,1,,BON,EN BOIS  MARRON SOMBRE,0.00,,,{},2025-06-30T01:32:03.808Z,2025-06-30T01:32:03.808Z
3230,INV-2025-092,,ADG,4,VIDE,TABLEAU ARDOISE,1,,BON,,0.00,,,{},2025-06-30T01:32:04.009Z,2025-06-30T01:32:04.009Z
3973,INV-2025-093,,ADG,4,VIDE,VIDEOPROJECTEUR DATA SHOW,1,,BON,MARQUE CHEERLUX,0.00,,,{},2025-06-30T01:32:04.212Z,2025-06-30T01:32:04.212Z
ECR_POSITF_629,INV-2025-094,,ADG,4,VIDE,TABLE DE REUNION,1,,BON,EN BOIS  COMPOSER DE DEUX TABLE ATACHEES 13 PLACES,0.00,,,{},2025-06-30T01:32:04.413Z,2025-06-30T01:32:04.413Z
3308-1,INV-2025-095,,ADG,5,VIDE,CANAPÉ DE SALON,1,,BON,CANAPE DE SALON 3 PLACES  CUIR  NOIR,0.00,,,{},2025-06-30T01:32:04.613Z,2025-06-30T01:32:04.613Z
ECR_POSITF_508,INV-2025-101,,ADG,5,VIDE,MEUBLE TV,1,,BON,PORTER EN VERRE   2 TABLLETES,0.00,,,{},2025-06-30T01:32:04.815Z,2025-06-30T01:32:04.815Z
ECR_POSITF_621,INV-2025-102,,ADG,5,VIDE,TABLE BASSE,1,,BON,EN BOIS  PLATEAU VERRE CLAIR,0.00,,,{},2025-06-30T01:32:05.024Z,2025-06-30T01:32:05.024Z
ECR_POSITF_658,INV-2025-103,,ADG,5,VIDE,TABLE BASSE,1,,BON,PLATEAUX VERRE  NOIR,0.00,,,{},2025-06-30T01:32:05.224Z,2025-06-30T01:32:05.224Z
3567,INV-2025-104,,ADG,5,VIDE,TABLE GIGOGNE,1,,BON,EN BOIS  PLATEAU VERRE CLAIR,0.00,,,{},2025-06-30T01:32:05.431Z,2025-06-30T01:32:05.431Z
3568,INV-2025-105,,ADG,5,VIDE,TABLE GIGOGNE,1,,BON,EN BOIS  PLATEAU VERRE CLAIR,0.00,,,{},2025-06-30T01:32:05.659Z,2025-06-30T01:32:05.659Z
3372,INV-2025-106,,ADG,5,VIDE,CLIMATISEUR MONO BLOC,1,5202B28555,MAUVAIS,MARQUE CARRIER   MARQUEE MQC 127RB,0.00,,,{},2025-06-30T01:32:05.864Z,2025-06-30T01:32:05.864Z
3308-2,INV-2025-096,,ADG,5,VIDE,CANAPÉ DE SALON,1,,BON,CANAPE DE SALON 3 PLACES  CUIR  NOIR,0.00,,,{},2025-06-30T01:32:06.068Z,2025-06-30T01:32:06.068Z
3308-3,INV-2025-097,,ADG,5,VIDE,FAUTEUIL DE SALON,1,,BON,FAUTEUIL DE SALON EN CUIR  NOIR,0.00,,,{},2025-06-30T01:32:06.270Z,2025-06-30T01:32:06.270Z
3308-4,INV-2025-098,,ADG,5,VIDE,FAUTEUIL DE SALON,1,,BON,FAUTEUIL DE SALON CUIR  NOIR,0.00,,,{},2025-06-30T01:32:06.471Z,2025-06-30T01:32:06.471Z
3308-5,INV-2025-099,,ADG,5,VIDE,FAUTEUIL DE SALON,1,,BON,FAUTEUIL DE SALON CUIR  NOIR,0.00,,,{},2025-06-30T01:32:06.674Z,2025-06-30T01:32:06.675Z
3308-6,INV-2025-100,,ADG,5,VIDE,FAUTEUIL DE SALON,1,,BON,FAUTEUIL DE SALON CUIR  NOIR,0.00,,,{},2025-06-30T01:32:06.877Z,2025-06-30T01:32:06.877Z
VENDU-3,INV-2025-107,,ADG,5,VIDE,TELEVISEUR,1,21PT1653-01,MAUVAIS,TV PHILLIPS 55 CM55 CM ANCIEN MARQUEE,0.00,,,{},2025-06-30T01:32:07.079Z,2025-06-30T01:32:07.079Z
3938A7,INV-2025-110,0342,ADG,6,MOUHOUB,CHAISE BUREAU,1,,MAUVAIS,EN TISSU NOIR PIVOTANTE FAUTEILLE DE BUREAU  A ROULETTES,0.00,,,{},2025-06-30T01:32:07.280Z,2025-06-30T01:32:07.280Z
ECR_POSITF_397,INV-2025-111,,ADG,6,MOUHOUB,CHAISE VISITEUR,1,1278,MAUVAIS,EN CUIR SKAI Skaï ACCOUDOIRENOIR,0.00,,,{},2025-06-30T01:32:07.482Z,2025-06-30T01:32:07.482Z
ECR_POSITF_398,INV-2025-112,,ADG,6,MOUHOUB,CHAISE VISITEUR,1,,MAUVAIS,EN CUIR SKAI SkaïACCOUDOIRENOIR,0.00,,,{},2025-06-30T01:32:07.683Z,2025-06-30T01:32:07.683Z
ECR_POSITF_128,INV-2025-113,,ADG,6,MOUHOUB,BUREAU A RETOUR,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:32:07.884Z,2025-06-30T01:32:07.884Z
ECR_POSITF_266,INV-2025-114,,ADG,6,MOUHOUB,CHAISE VISITEUR,1,,BON,EN TISSU  ROUGE,0.00,,,{},2025-06-30T01:32:08.085Z,2025-06-30T01:32:08.085Z
3682,INV-2025-115,,ADG,6,MOUHOUB,CLIMATISEUR SPLIT,1,,BON,MARQUE COBRA  MARQUE S-12-L14-LCD,0.00,,,{},2025-06-30T01:32:08.287Z,2025-06-30T01:32:08.287Z
ECR_POSITF_200,INV-2025-116,,ADG,6,MOUHOUB,RETOUR DE BUREAU,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:32:08.498Z,2025-06-30T01:32:08.498Z
ECR_POSITF_40,INV-2025-117,,ADG,6,MOUHOUB,ARMOIRE EN BOIS,1,,MOYEN,EN BOIS MARRON  2 PORTES BATTANTES 4 TABLETTES,0.00,,,{},2025-06-30T01:32:08.702Z,2025-06-30T01:32:08.702Z
3912-1,INV-2025-108,,ADG,6,MOUHOUB,ECRAN PC,1,V8ARH9NZC035954,BON,Moniteur MARQUE SAMSUNG MARQUE E1920NX 19 POUCES,0.00,,,{},2025-06-30T01:32:08.905Z,2025-06-30T01:32:08.905Z
3912-2,INV-2025-109,,ADG,6,MOUHOUB,UNITE PC,1,,BON,PC CLONE BOITEIR NOIR CARTE MERE H61H2-M3 -RAM2GB,0.00,,,{},2025-06-30T01:32:09.111Z,2025-06-30T01:32:09.111Z
ECR_POSITF_41,INV-2025-118,,ADG,7,BELAGOUNE,ARMOIRE EN BOIS,1,,BON,EN BOIS MARRON  2 PORTES BATTANTES,0.00,,,{},2025-06-30T01:32:09.311Z,2025-06-30T01:32:09.311Z
ECR_POSITF_104,INV-2025-119,,ADG,7,BELAGOUNE,ARMOIRE VITREE,1,,BON,EN BOIS MARRON   2 PORTES EN VERRE(EN HAUT)   2 PORTES BATTANTES EN BOIS (EN BAS),0.00,,,{},2025-06-30T01:32:09.514Z,2025-06-30T01:32:09.514Z
SC0090,INV-2025-120,,ADG,7,BELAGOUNE,ECRAN PC,1,,BON,Moniteur GT MAX ELITE 9809B 18;5 POUCES,0.00,,,{},2025-06-30T01:32:09.714Z,2025-06-30T01:32:09.714Z
ECR_POSITF_134,INV-2025-121,,ADG,7,BELAGOUNE,BUREAU,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:32:09.919Z,2025-06-30T01:32:09.919Z
ECR_POSITF_135,INV-2025-122,,ADG,7,BELAGOUNE,BUREAU,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:32:10.122Z,2025-06-30T01:32:10.122Z
3731,INV-2025-124,,ADG,7,BELAGOUNE,CHAISE VISITEUR,1,,BON,EN TISSU,0.00,,,{},2025-06-30T01:32:10.323Z,2025-06-30T01:32:10.323Z
3595BIS,INV-2025-125,,ADG,7,BELAGOUNE,CHAISE VISITEUR,1,,BON,EN TISSU,0.00,,,{},2025-06-30T01:32:10.525Z,2025-06-30T01:32:10.525Z
