code_barre,num_inventaire,old_num_inventaire,departement,num_bureau,beneficiaire,designation,quantite,num_serie,condition,description,prix,categorie,chemin_image,custom_fields,date_ajouter,date_modification
ECR_POSITF_440,INV-2025-303,1844,BDAM,18,FAIROUZ,CLIMATISEUR MONO BLOC,1,,MAUVAIS,MONO BLOC,0.00,,,{},2025-06-30T01:32:48.829Z,2025-06-30T01:32:48.829Z
ECR_POSITF_204,INV-2025-305,,BDAM,18,FAIROUZ,RETOUR DE BUREAU,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:32:49.046Z,2025-06-30T01:32:49.046Z
ECR_POSITF_14,INV-2025-306,,BDAM,18,FAIROUZ,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,MOYEN,EN BOIS  4 PORTES EN BOIS  (EN BAS)        6 TABLETTES  (EN HAUT),0.00,,,{},2025-06-30T01:32:49.263Z,2025-06-30T01:32:49.263Z
ECR_POSITF_15,INV-2025-307,,BDAM,18,FAIROUZ,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,MOYEN,EN BOIS  4 PORTES EN BOIS  (EN BAS)       6 TABLETTES  (EN HAUT),0.00,,,{},2025-06-30T01:32:49.502Z,2025-06-30T01:32:49.502Z
3541,INV-2025-308,,BDAM,18,FAIROUZ,CHAISE BUREAU,1,,MOYEN,EN TISSU TURQUOISE   A ROULETTESACCOUDOIRE,0.00,,,{},2025-06-30T01:32:49.717Z,2025-06-30T01:32:49.717Z
3997-1,INV-2025-304,,BDAM,18,FAIROUZ,UNITE PC,1,,MAUVAIS,PC CLONE MARQUE MAX  ELITE  CLONE,0.00,,,{},2025-06-30T01:32:49.929Z,2025-06-30T01:32:49.929Z
3997-2,INV-2025-309,,BDAM,18,FAIROUZ,ECRAN PC,1,NC919P5P4,MOYEN,Moniteur HP L1710  17 Pouces,0.00,,,{},2025-06-30T01:32:50.141Z,2025-06-30T01:32:50.141Z
ECR_POSITF_112,INV-2025-310,,BDAM,19,TOUMI,ARMOIRE VITREE,1,,BON,EN BOIS MARRON   2 PORTES EN VERRE(EN HAUT)   2 PORTES BATTANTES EN BOIS (EN BAS),0.00,,,{},2025-06-30T01:32:50.354Z,2025-06-30T01:32:50.354Z
ECR_POSITF_113,INV-2025-311,0264,BDAM,19,TOUMI,ARMOIRE VITREE,1,,BON,EN BOIS MARRON   2 PORTES EN VERRE(EN HAUT)   2 PORTES BATTANTES EN BOIS (EN BAS),0.00,,,{},2025-06-30T01:32:50.566Z,2025-06-30T01:32:50.566Z
ECR_POSITF_218,INV-2025-312,,BDAM,19,TOUMI,BUREAU A CAISSON INTÉGRÉ,1,,BON,EN BOIS 1 X CAISSONS INTEGRE  2 TIROIRS,0.00,,,{},2025-06-30T01:32:50.783Z,2025-06-30T01:32:50.783Z
ECR_POSITF_394,INV-2025-313,,BDAM,19,TOUMI,CHAISE BUREAU,1,,BON,EN CUIR NOIR ACCOUDOIRS BOIS  A ROULETTESFAUTEUIL DE DIRECTION,0.00,,,{},2025-06-30T01:32:50.998Z,2025-06-30T01:32:50.998Z
ECR_POSITF_279,INV-2025-314,,BDAM,19,TOUMI,CHAISE VISITEUR,1,2893,BON,EN TISSU  ROUGE,0.00,,,{},2025-06-30T01:32:51.209Z,2025-06-30T01:32:51.209Z
ECR_POSITF_451,INV-2025-315,,BDAM,19,TOUMI,CLIMATISEUR SPLIT,1,,BON,TYPE HEAT-PUMPWALL  MARQUE ISO9001,0.00,,,{},2025-06-30T01:32:51.422Z,2025-06-30T01:32:51.422Z
3724,INV-2025-317,,BDAM,19,TOUMI,PORTE MANTEAU,1,,BON,05 PATERS,0.00,,,{},2025-06-30T01:32:51.642Z,2025-06-30T01:32:51.642Z
ECR_POSITF_205,INV-2025-318,,BDAM,19,TOUMI,RETOUR DE BUREAU,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:32:51.859Z,2025-06-30T01:32:51.859Z
ECR_POSITF_242,INV-2025-319,,BDAM,19,TOUMI,CAISSON MOBILE,1,,MAUVAIS,EN BOIS MARRON CLAIR   3 TIROIRES,0.00,,,{},2025-06-30T01:32:52.071Z,2025-06-30T01:32:52.071Z
ECR_POSITF_620,INV-2025-320,,BDAM,19,TOUMI,TABLE BASSE,1,,MAUVAIS,PLATEAU EN VERRE,0.00,,,{},2025-06-30T01:32:52.297Z,2025-06-30T01:32:52.297Z
SC0036,INV-2025-321,,BDAM,19,TOUMI,BAFFLE,1,,MOYEN,GRIS CLAIR,0.00,,,{},2025-06-30T01:32:52.510Z,2025-06-30T01:32:52.510Z
3870,INV-2025-322,,BDAM,19,TOUMI,CANAPÉ DE SALON,1,,MOYEN,CANAPE DE SALON 3 PLACES TISSU BLUE,0.00,,,{},2025-06-30T01:32:52.722Z,2025-06-30T01:32:52.722Z
3508,INV-2025-323,0391,BDAM,19,TOUMI,BUREAU A RETOUR,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:32:52.939Z,2025-06-30T01:32:52.939Z
3998-1,INV-2025-316,,BDAM,19,TOUMI,ECRAN PC,1,CNC21Q5KF,BON,Moniteur HP W2072 A 20 Pouces,0.00,,,{},2025-06-30T01:32:53.151Z,2025-06-30T01:32:53.151Z
3998-2,INV-2025-324,,BDAM,19,TOUMI,UNITE PC,1,8CG8261X0P,BON,PC OEM  DESKTOP HP PRO A-MT RYZEN 3 2200G 4GO RAM 1 T HDD,0.00,,,{},2025-06-30T01:32:53.371Z,2025-06-30T01:32:53.371Z
ECR_POSITF_16,INV-2025-325,767A,BDAM,20,ARCH 2 ADM,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,MAUVAIS,EN BOIS  2 PORTES BATTANTES EN BOIS (EN BAS)                2 TABLETTES  (EN HAUT),0.00,,,{},2025-06-30T01:32:53.584Z,2025-06-30T01:32:53.584Z
ECR_POSITF_17,INV-2025-326,2374,BDAM,20,ARCH 2 ADM,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,MAUVAIS,EN BOIS  2 PORTES BATTANTES EN BOIS (EN BAS)  2 TABLETTES (EN HAUT),0.00,,,{},2025-06-30T01:32:53.804Z,2025-06-30T01:32:53.804Z
ECR_POSITF_55,INV-2025-327,2020,BDAM,20,ARCH 2 ADM,ARMOIRE MÉTALLIQUE,1,,MAUVAIS,EN METAL 2 PORTES BATTANTES,0.00,,,{},2025-06-30T01:32:54.016Z,2025-06-30T01:32:54.016Z
ECR_POSITF_56,INV-2025-328,2022,BDAM,20,ARCH 2 ADM,ARMOIRE MÉTALLIQUE,1,,MAUVAIS,EN METAL 2 PORTES BATTANTES,0.00,,,{},2025-06-30T01:32:54.227Z,2025-06-30T01:32:54.227Z
ECR_POSITF_280,INV-2025-329,,BDAM,20,ARCH 2 ADM,CHAISE VISITEUR,1,,MAUVAIS,EN TISSU  ROUGE,0.00,,,{},2025-06-30T01:32:54.438Z,2025-06-30T01:32:54.438Z
ECR_POSITF_219,INV-2025-330,,BDAM,20,ARCH 2 ADM,BUREAU A CAISSON INTÉGRÉ,1,,MOYEN,EN BOIS 1 X CAISSONS INTEGRE  1 TIROIRS 1 PORTE,0.00,,,{},2025-06-30T01:32:54.650Z,2025-06-30T01:32:54.650Z
ECR_POSITF_220,INV-2025-331,,BDAM,20,ARCH 2 ADM,BUREAU A CAISSON INTÉGRÉ,1,,MOYEN,EN BOIS 1 X CAISSONS INTEGRE  1 TIROIRS 1 PORTE,0.00,,,{},2025-06-30T01:32:54.862Z,2025-06-30T01:32:54.862Z
ECR_POSITF_441,INV-2025-332,,BDAM,20,ARCH 2 ADM,CLIMATISEUR MONO BLOC,1,,MOYEN,MONO BLOC,0.00,,,{},2025-06-30T01:32:55.073Z,2025-06-30T01:32:55.073Z
ECR_POSITF_44,INV-2025-333,,BDAM,21,ARCH SAID,ARMOIRE EN BOIS,1,0376,BON,EN BOIS MARRON 2 PORTES BATTANTES,0.00,,,{},2025-06-30T01:32:55.286Z,2025-06-30T01:32:55.286Z
ECR_POSITF_57,INV-2025-334,FNR2224,BDAM,21,ARCH SAID,ARMOIRE MÉTALLIQUE,1,,BON,EN METAL 2 PORTES BATTANTES,0.00,,,{},2025-06-30T01:32:55.499Z,2025-06-30T01:32:55.499Z
ECR_POSITF_58,INV-2025-335,FNR2245,BDAM,21,ARCH SAID,ARMOIRE MÉTALLIQUE,1,,BON,EN METAL 2 PORTES BATTANTES,0.00,,,{},2025-06-30T01:32:55.740Z,2025-06-30T01:32:55.740Z
ECR_POSITF_18,INV-2025-336,,BDAM,21,ARCH SAID,ARMOIRE BIBILIOTHEQUE EN BOIS,1,1738,MAUVAIS,EN BOIS  2 PORTES BATTANTES EN BOIS (EN BAS)  2 TABLETTES (EN HAUT),0.00,,,{},2025-06-30T01:32:55.956Z,2025-06-30T01:32:55.956Z
ECR_POSITF_19,INV-2025-337,,BDAM,21,ARCH SAID,ARMOIRE BIBILIOTHEQUE EN BOIS,1,1738,MAUVAIS,EN BOIS  2 PORTES BATTANTES EN BOIS (EN BAS)  2 TABLETTES (EN HAUT),0.00,,,{},2025-06-30T01:32:56.173Z,2025-06-30T01:32:56.173Z
ECR_POSITF_263,INV-2025-338,,BDAM,21,ARCH SAID,CARDEX A FICHES,1,19,MAUVAIS,METALLIQUE 2 CASES + Tiroirs métalliques,0.00,,,{},2025-06-30T01:32:56.384Z,2025-06-30T01:32:56.384Z
ECR_POSITF_442,INV-2025-339,,BDAM,21,ARCH SAID,CLIMATISEUR MONO BLOC,1,,MAUVAIS,MONO BLOC,0.00,,,{},2025-06-30T01:32:56.622Z,2025-06-30T01:32:56.622Z
ECR_POSITF_541,INV-2025-340,,BDAM,21,ARCH SAID,RAYONNAGE,1,2363,MAUVAIS,METTALIQUE  4 TABLETTES,0.00,,,{},2025-06-30T01:32:56.863Z,2025-06-30T01:32:56.863Z
ECR_POSITF_432,INV-2025-341,,BDAM,21,ARCH SAID,TABLE A ROULETTE (CHARIOT),1,1369,MAUVAIS,PLATEAU EN BOIS PIEDS METALIQUES,0.00,,,{},2025-06-30T01:32:57.300Z,2025-06-30T01:32:57.300Z
ECR_POSITF_20,INV-2025-342,,BDAM,21,ARCH SAID,ARMOIRE BIBILIOTHEQUE EN BOIS,1,2372,MAUVAIS,EN BOIS  2 PORTES BATTANTES EN BOIS (EN BAS)  2 TABLETTES (EN HAUT),0.00,,,{},2025-06-30T01:32:57.719Z,2025-06-30T01:32:57.719Z
ECR_POSITF_22,INV-2025-343,,BDAM,21,ARCH SAID,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,MAUVAIS,EN BOIS  2 PORTES BATTANTES EN BOIS (EN BAS)  2 TABLETTES (EN HAUT),0.00,,,{},2025-06-30T01:32:57.961Z,2025-06-30T01:32:57.961Z
ECR_POSITF_517,INV-2025-344,,BDAM,21,ARCH SAID,TABLE (PETITE),1,2716,MOYEN,EN BOIS MARRON CLAIRBOIS2 ETAGES  (PETITE),0.00,,,{},2025-06-30T01:32:58.178Z,2025-06-30T01:32:58.178Z
ECR_POSITF_114,INV-2025-345,,BDAM,22,KHELIFATI AD,ARMOIRE VITREE,1,,BON,EN BOIS MARRON   2 PORTES EN VERRE(EN HAUT)   2 PORTES BATTANTES EN BOIS (EN BAS),0.00,,,{},2025-06-30T01:32:58.396Z,2025-06-30T01:32:58.396Z
ECR_POSITF_23,INV-2025-347,,BDAM,22,KHELIFATI AD,ARMOIRE BIBILIOTHEQUE EN BOIS,1,,MAUVAIS,EN BOIS  5 PORTES EN BAS  5 TABLETTES EN HAUT,0.00,,,{},2025-06-30T01:32:58.611Z,2025-06-30T01:32:58.611Z
ECR_POSITF_395,INV-2025-348,0009,BDAM,22,KHELIFATI AD,CHAISE BUREAU,1,,MAUVAIS,EN TISSU NOIR  A ROULETTE,0.00,,,{},2025-06-30T01:32:58.823Z,2025-06-30T01:32:58.823Z
ECR_POSITF_286,INV-2025-349,,BDAM,22,KHELIFATI AD,CHAISE VISITEUR,1,,BON,EN TISSU ACCOUDOIRS PIED LUGS BLEU,0.00,,,{},2025-06-30T01:32:59.035Z,2025-06-30T01:32:59.035Z
3746,INV-2025-350,,BDAM,22,KHELIFATI AD,CHAISE VISITEUR,1,,MAUVAIS,EN CUIR SKAI BEIGE ACCOUDOIRE  PIED LUGS,0.00,,,{},2025-06-30T01:32:59.246Z,2025-06-30T01:32:59.246Z
3751,INV-2025-351,,BDAM,22,KHELIFATI AD,CHAISE VISITEUR,1,,MAUVAIS,EN TISSU  NOIR,0.00,,,{},2025-06-30T01:32:59.502Z,2025-06-30T01:32:59.502Z
ECR_POSITF_306,INV-2025-352,,BDAM,22,KHELIFATI AD,CHAISE VISITEUR,1,,MOYEN,EN CUIR SKAI Skaï  ACCOUDOIRS  PIEDS LUGES NOIR,0.00,,,{},2025-06-30T01:32:59.728Z,2025-06-30T01:32:59.728Z
SC0037,INV-2025-353,,BDAM,22,KHELIFATI AD,CLIMATISEUR MONO BLOC,1,,MOYEN,MARQUE ENIEM CLIMATISEUR MONO BLOC,0.00,,,{},2025-06-30T01:32:59.953Z,2025-06-30T01:32:59.953Z
ECR_POSITF_249,INV-2025-354,,BDAM,22,KHELIFATI AD,CAISSON MOBILE,1,,BON,EN BOIS MARRON             3 TIROIRES,0.00,,,{},2025-06-30T01:33:00.164Z,2025-06-30T01:33:00.164Z
ECR_POSITF_139,INV-2025-355,,BDAM,22,KHELIFATI AD,BUREAU,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:33:00.379Z,2025-06-30T01:33:00.379Z
ECR_POSITF_614-1,INV-2025-346,,BDAM,22,KHELIFATI AD,RÉFRIGÉRATEUR ET DISTRIBUTEUR D’EAU,1,,BON,MARQUE COBRA  LM-YL1-58B-3,0.00,,,{},2025-06-30T01:33:00.592Z,2025-06-30T01:33:00.592Z
3871-1,INV-2025-367,,BDAM,23,DALI,FAUTEUIL DE SALON,1,0430,MOYEN,FAUTEUIL DE SALON SUITE DE SALLON  EN TISSU BLEU,0.00,,,{},2025-06-30T01:33:00.804Z,2025-06-30T01:33:00.804Z
3871-2,INV-2025-368,,BDAM,23,DALI,FAUTEUIL DE SALON,1,0430,MOYEN,FAUTEUIL DE SALON SUITE DE SALLON  EN TISSU BLEU,0.00,,,{},2025-06-30T01:33:01.028Z,2025-06-30T01:33:01.028Z
ECR_POSITF_45,INV-2025-356,,BDAM,23,DALI,ARMOIRE EN BOIS,1,,BON,EN BOIS MARRON 2 PORTES BATTANTES,0.00,,,{},2025-06-30T01:33:01.241Z,2025-06-30T01:33:01.241Z
ECR_POSITF_46,INV-2025-357,,BDAM,23,DALI,ARMOIRE EN BOIS,1,,BON,EN BOIS MARRON 2 PORTES BATTANTES,0.00,,,{},2025-06-30T01:33:01.452Z,2025-06-30T01:33:01.452Z
ECR_POSITF_33,INV-2025-358,,BDAM,23,DALI,ARMOIRE FORTE BLINDÉE,1,,BON,EN METAL BLINDÉE 2 PORTES  3 ETAGERES    BLEU,0.00,,,{},2025-06-30T01:33:01.663Z,2025-06-30T01:33:01.663Z
ECR_POSITF_115,INV-2025-359,063,BDAM,23,DALI,ARMOIRE VITREE,1,,BON,EN BOIS MARRON   2 PORTES EN VERRE(EN HAUT)   2 PORTES BATTANTES EN BOIS (EN BAS),0.00,,,{},2025-06-30T01:33:01.883Z,2025-06-30T01:33:01.883Z
ECR_POSITF_243,INV-2025-360,,BDAM,23,DALI,CAISSON MOBILE,1,,BON,EN BOIS MANQUE 3 TIROIRES,0.00,,,{},2025-06-30T01:33:02.112Z,2025-06-30T01:33:02.112Z
3980,INV-2025-361,,BDAM,23,DALI,IMPRIMANTE,1,NHTA119524,BON,IMPRIMANTE LASER COULEUR MARQUE CANON LBP-611CN,0.00,,,{},2025-06-30T01:33:02.344Z,2025-06-30T01:33:02.344Z
3776,INV-2025-362,,BDAM,23,DALI,TABLE BASSE,1,,BON,EN BOIS MARRON 1 ETAGE,0.00,,,{},2025-06-30T01:33:02.557Z,2025-06-30T01:33:02.557Z
3661,INV-2025-363,,BDAM,23,DALI,CLIMATISEUR SPLIT,1,,BON,MARQUE EVEREST SPLIT,0.00,,,{},2025-06-30T01:33:02.769Z,2025-06-30T01:33:02.769Z
3800,INV-2025-364,,BDAM,23,DALI,APPAREIL TELPHONE FIXE,1,7FBFC309820,MOYEN,PANASONIC BLANCMARQUE KX-TS500MXW,0.00,,,{},2025-06-30T01:33:02.981Z,2025-06-30T01:33:02.981Z
SC0038,INV-2025-365,,BDAM,23,DALI,BAFFLE,1,,MOYEN,BLANC,0.00,,,{},2025-06-30T01:33:03.195Z,2025-06-30T01:33:03.195Z
ECR_POSITF_307,INV-2025-366,,BDAM,23,DALI,CHAISE VISITEUR,1,,MOYEN,EN CUIR SKAI BEIGE ACCOUDOIRE  PIED LUGS,0.00,,,{},2025-06-30T01:33:03.408Z,2025-06-30T01:33:03.408Z
3509,INV-2025-369,,BDAM,23,DALI,BUREAU A RETOUR,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:33:03.620Z,2025-06-30T01:33:03.620Z
ECR_POSITF_206,INV-2025-371,063,BDAM,23,DALI,RETOUR DE BUREAU,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:33:03.867Z,2025-06-30T01:33:03.867Z
3999-1,INV-2025-370,,BDAM,23,DALI,ECRAN PC,1,3CQ81931LT,BON,Moniteur HP V197 de 18;5 pouces,0.00,,,{},2025-06-30T01:33:04.078Z,2025-06-30T01:33:04.078Z
3999-2,INV-2025-372,,BDAM,23,DALI,UNITE PC,1,8CG8296XTP,BON,PC OEM  DESKTOP HP PRO A-MT RYZEN 3 2200G 4GO RAM 1 T HDD,0.00,,,{},2025-06-30T01:33:04.291Z,2025-06-30T01:33:04.291Z
3885-1,INV-2025-388,,BDAM,24,BENABRI,UNITE PC,1,,MOYEN,PC CLONE NOIR,0.00,,,{},2025-06-30T01:33:04.534Z,2025-06-30T01:33:04.534Z
3885-2,INV-2025-389,,BDAM,24,BENABRI,UNITE PC,1,CZC047722B,MOYEN,PC OEM  DESKTOP HP PRO 500BMT CORE 2DUO,0.00,,,{},2025-06-30T01:33:04.751Z,2025-06-30T01:33:04.751Z
3801,INV-2025-373,,BDAM,24,BENABRI,APPAREIL TELPHONE FIXE,1,6CALM025199,BON,MARQUE PANASONIC KX-TS500MX,0.00,,,{},2025-06-30T01:33:04.967Z,2025-06-30T01:33:04.967Z
ECR_POSITF_116,INV-2025-374,0265,BDAM,24,BENABRI,ARMOIRE VITREE,1,,BON,EN BOIS MARRON   2 PORTES EN VERRE(EN HAUT)   2 PORTES BATTANTES EN BOIS (EN BAS),0.00,,,{},2025-06-30T01:33:05.182Z,2025-06-30T01:33:05.182Z
SC0039,INV-2025-375,,BDAM,24,BENABRI,BAFFLE,1,,BON,,0.00,,,{},2025-06-30T01:33:05.397Z,2025-06-30T01:33:05.397Z
ECR_POSITF_436,INV-2025-376,,BDAM,24,BENABRI,BAIN D'HUILE,1,,BON,MARQUE REDSTAR RTA-B08 CHAUFFAGE ELECTRIQUE,0.00,,,{},2025-06-30T01:33:05.610Z,2025-06-30T01:33:05.610Z
ECR_POSITF_140,INV-2025-377,,BDAM,24,BENABRI,BUREAU,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:33:05.821Z,2025-06-30T01:33:05.821Z
3257,INV-2025-378,241,BDAM,24,BENABRI,BUREAU,1,,BON,EN BOIS AVEC TIROIR CLAVIER  (PETIT),0.00,,,{},2025-06-30T01:33:06.032Z,2025-06-30T01:33:06.032Z
3258,INV-2025-379,0339,BDAM,24,BENABRI,BUREAU,1,,BON,EN BOIS AVEC TIROIR CLAVIER  (PETIT),0.00,,,{},2025-06-30T01:33:06.316Z,2025-06-30T01:33:06.316Z
ECR_POSITF_244,INV-2025-380,065,BDAM,24,BENABRI,CAISSON MOBILE,1,,BON,EN BOIS MARRON             3 TIROIRES,0.00,,,{},2025-06-30T01:33:06.531Z,2025-06-30T01:33:06.531Z
ECR_POSITF_498,INV-2025-381,,BDAM,24,BENABRI,IMPRIMANTE,1,NCLA316556,BON,CANON LASER  LBP 6020,0.00,,,{},2025-06-30T01:33:06.781Z,2025-06-30T01:33:06.781Z
ECR_POSITF_396,INV-2025-382,,BDAM,24,BENABRI,CHAISE BUREAU,1,,MAUVAIS,EN BOIS NOIR ACCOUDOIRE  A ROULETTES,0.00,,,{},2025-06-30T01:33:06.993Z,2025-06-30T01:33:06.993Z
ECR_POSITF_410,INV-2025-383,,BDAM,24,BENABRI,CHAISE BUREAU,1,,MOYEN,EN TISSU NOIR ACCOUDOIRE A ROULETTES,0.00,,,{},2025-06-30T01:33:07.208Z,2025-06-30T01:33:07.208Z
ECR_POSITF_308,INV-2025-384,,BDAM,24,BENABRI,CHAISE VISITEUR,1,,MOYEN,EN CUIR SKAI NOIR PIEDS LUGES,0.00,,,{},2025-06-30T01:33:07.417Z,2025-06-30T01:33:07.417Z
3373,INV-2025-385,,BDAM,24,BENABRI,CLIMATISEUR MONO BLOC,1,,MOYEN,MARQUE CARRIER MONOBLOC,0.00,,,{},2025-06-30T01:33:07.629Z,2025-06-30T01:33:07.629Z
SC0040,INV-2025-386,,BDAM,24,BENABRI,ECRAN PC,1,,MOYEN,Moniteur GT MAX ELITE 9809B 18;5 POUCES,0.00,,,{},2025-06-30T01:33:07.845Z,2025-06-30T01:33:07.845Z
SC0041,INV-2025-387,,BDAM,24,BENABRI,ECRAN PC,1,,MOYEN,Moniteur GT MAX ELITE 9809B 18;5 POUCES,0.00,,,{},2025-06-30T01:33:08.063Z,2025-06-30T01:33:08.063Z
3802,INV-2025-390,,BDAM,25,LAMANI,APPAREIL TELPHONE FIXE,1,LAMD889246,BON,MARQUE PANASONIC KX-TS500MX  NOIR,0.00,,,{},2025-06-30T01:33:08.275Z,2025-06-30T01:33:08.275Z
ECR_POSITF_47,INV-2025-391,FNR 018,BDAM,25,LAMANI,ARMOIRE EN BOIS,1,,BON,EN BOIS MARRON  2 PORTES BATTANTES 4 TABLETTES,0.00,,,{},2025-06-30T01:33:08.490Z,2025-06-30T01:33:08.490Z
ECR_POSITF_117,INV-2025-392,,BDAM,25,LAMANI,ARMOIRE VITREE,1,,BON,EN BOIS MARRON   2 PORTES EN VERRE(EN HAUT)   2 PORTES BATTANTES EN BOIS (EN BAS),0.00,,,{},2025-06-30T01:33:08.703Z,2025-06-30T01:33:08.703Z
SC0044,INV-2025-393,,BDAM,25,LAMANI,BAFFLE,1,,BON,BLANC,0.00,,,{},2025-06-30T01:33:08.913Z,2025-06-30T01:33:08.913Z
ECR_POSITF_141,INV-2025-394,,BDAM,25,LAMANI,BUREAU,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:33:09.130Z,2025-06-30T01:33:09.130Z
3510,INV-2025-395,,BDAM,25,LAMANI,BUREAU A RETOUR,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:33:09.343Z,2025-06-30T01:33:09.343Z
ECR_POSITF_245,INV-2025-396,,BDAM,25,LAMANI,CAISSON MOBILE,1,,BON,EN BOIS 3 TIRROIRS,0.00,,,{},2025-06-30T01:33:09.554Z,2025-06-30T01:33:09.554Z
3951,INV-2025-397,3949,BDAM,25,LAMANI,IMPRIMANTE,1,,BON,MULTIFONCTION MARQUE KYOCERA FS-1030 MFP,0.00,,,{},2025-06-30T01:33:09.773Z,2025-06-30T01:33:09.773Z
ECR_POSITF_411,INV-2025-399,0002,BDAM,25,LAMANI,CHAISE BUREAU,1,,MOYEN,EN TISSU NOIR,0.00,,,{},2025-06-30T01:33:09.992Z,2025-06-30T01:33:09.992Z
3752,INV-2025-400,,BDAM,25,LAMANI,CHAISE VISITEUR,1,,MOYEN,EN TISSU  NOIR,0.00,,,{},2025-06-30T01:33:10.201Z,2025-06-30T01:33:10.201Z
3642,INV-2025-401,,BDAM,25,LAMANI,CLIMATISEUR SPLIT,1,i70805930600550,MOYEN,MARQUE CLIMATISEUR,0.00,,,{},2025-06-30T01:33:10.410Z,2025-06-30T01:33:10.410Z
4000-1,INV-2025-398,,BDAM,25,LAMANI,UNITE PC,1,8CG8296XW2,BON,PC OEM  DESKTOP HP PRO A-MT RYZEN 3 2200G 4GO RAM 1 T HDD,0.00,,,{},2025-06-30T01:33:10.624Z,2025-06-30T01:33:10.624Z
4000-2,INV-2025-402,,BDAM,25,LAMANI,ECRAN PC,1,3CG819163H,BON,Moniteur HP V197 de 18;5 pouces,0.00,,,{},2025-06-30T01:33:10.836Z,2025-06-30T01:33:10.836Z
3872-1,INV-2025-421,,BDAM,26,VIDE,FAUTEUIL DE SALON,1,1219A,MOYEN,EN TISSU MARRON,0.00,,,{},2025-06-30T01:33:11.048Z,2025-06-30T01:33:11.048Z
3872-2,INV-2025-422,,BDAM,26,VIDE,FAUTEUIL DE SALON,1,1219B,MOYEN,EN TISSU MARRON,0.00,,,{},2025-06-30T01:33:11.261Z,2025-06-30T01:33:11.261Z
3872-3,INV-2025-423,,BDAM,26,VIDE,FAUTEUIL DE SALON,1,1219C,MOYEN,EN TISSU MARRON,0.00,,,{},2025-06-30T01:33:11.472Z,2025-06-30T01:33:11.472Z
FV 60,INV-2025-403,,BDAM,26,VIDE,DISQUE DUR EXTERNE,1,WX22A21JZLLA,BON,MARQUE WD 1TO,0.00,,,{},2025-06-30T01:33:11.689Z,2025-06-30T01:33:11.689Z
3688,INV-2025-404,,BDAM,26,VIDE,APPAREIL TELPHONE FIXE,1,S30054-S6520-H301-8,BON,MARQUE SIEMENS EUROSAT 2005,0.00,,,{},2025-06-30T01:33:11.903Z,2025-06-30T01:33:11.903Z
ECR_POSITF_34,INV-2025-405,,BDAM,26,VIDE,ARMOIRE FORTE BLINDÉE,1,,BON,EN METAL BLINDÉE 1 PORTE   COFFRE FORTE,0.00,,,{},2025-06-30T01:33:12.116Z,2025-06-30T01:33:12.116Z
ECR_POSITF_118,INV-2025-406,,BDAM,26,VIDE,ARMOIRE VITREE,1,,BON,EN BOIS MARRON   2 PORTES EN VERRE(EN HAUT)   2 PORTES BATTANTES EN BOIS (EN BAS),0.00,,,{},2025-06-30T01:33:12.330Z,2025-06-30T01:33:12.330Z
ECR_POSITF_119,INV-2025-407,,BDAM,26,VIDE,ARMOIRE VITREE,1,,BON,EN BOIS MARRON   2 PORTES EN VERRE(EN HAUT)   2 PORTES BATTANTES EN BOIS (EN BAS),0.00,,,{},2025-06-30T01:33:12.553Z,2025-06-30T01:33:12.553Z
ECR_POSITF_142,INV-2025-408,,BDAM,26,VIDE,BUREAU,1,,BON,EN BOIS,0.00,,,{},2025-06-30T01:33:12.767Z,2025-06-30T01:33:12.767Z
ECR_POSITF_221,INV-2025-409,,BDAM,26,VIDE,BUREAU A CAISSON INTÉGRÉ,1,,BON,EN BOIS 1 X CAISSONS INTEGRE  3 TIROIRS,0.00,,,{},2025-06-30T01:33:12.988Z,2025-06-30T01:33:12.988Z
ECR_POSITF_499,INV-2025-410,,BDAM,26,VIDE,IMPRIMANTE,1,NCNA229037,BON,MARQUE CANON LASER  F158200 LBP 6020,0.00,,,{},2025-06-30T01:33:13.218Z,2025-06-30T01:33:13.218Z
3725,INV-2025-412,,BDAM,26,VIDE,CLIMATISEUR SPLIT INTERNE,1,,MAUVAIS,MARQUE CONTINENTAL 12000 BTU,0.00,,,{},2025-06-30T01:33:13.428Z,2025-06-30T01:33:13.428Z
ECR_POSITF_246,INV-2025-413,,BDAM,26,VIDE,CAISSON MOBILE,1,,MAUVAIS,EN BOIS MARRON             3 TIROIRES,0.00,,,{},2025-06-30T01:33:13.642Z,2025-06-30T01:33:13.642Z
ECR_POSITF_412,INV-2025-414,,BDAM,26,VIDE,CHAISE BUREAU,1,,MAUVAIS,EN CUIR  A ROULETTES,0.00,,,{},2025-06-30T01:33:13.853Z,2025-06-30T01:33:13.853Z
